"Created-At";"From-User";"From-User-Id";"To-User";"To-User-Id";"Language";"Source";"Text";"Geo-Location-Latitude";"Geo-Location-Longitude";"Retweet-Count";"Id"
11/6/19 5:16 PM;"Two Gamers Store";"1176636323140120576";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @conectadosrai: Cita en @conectadosrai de @CanalSur con los expertos en #videojuegos los andaluces José Manuel Fernández @Metodologic y…";;;5;"1192204130825261061"
11/6/19 5:13 PM;"Yesid Vega Florez";"144206942";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192203400609435649"
11/6/19 5:10 PM;"Saltydogsbot";"991515881590087680";;"-1";"en";"<a href='https://twitter.com/saltydogsounds' rel='nofollow'>saltydogsbotretweets</a>";"RT @faylink: #Playtesting our first #videogame made entirely with macros and #Excel . Process intensity vs data intensity
#indiegames #indi…";;;1;"1192202656032399360"
11/6/19 5:09 PM;"Nicolás Torres Bolivar";"178121691";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192202332743880705"
11/6/19 5:08 PM;"Carlos Perez?";"172010570";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192202215131365376"
11/6/19 5:08 PM;"Supergamer McAwesome";"354996904";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"#Playtesting our first #videogame made entirely with macros and #Excel . Process intensity vs data intensity
#indiegames #indiedev #mexicangames #videojuegos #gamedev #gamedevelopers #girlsdev #desarrolloindie #Excel #playtest #MetalGearSolid #coverart https://t.co/7Lnq6cs7Bb";;;1;"1192202138476134400"
11/6/19 5:08 PM;"Konradson";"829973161269673984";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @Laro_99: #Ultimahora #Noticias #Videojuegos #AHORA 
Empezamos directo en #twitch
?https://t.co/hlWlfOe7Cl
Pasa y ponte comod@?…";;;2;"1192202019358072842"
11/6/19 5:08 PM;"????";"955203266";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @Microreviews1: Hoy en 60 segundos... seguimos con  MONKEY ISLAND, la aventura gráfica querida por todos. ¡Espero que os guste! ? #monke…";;;43;"1192201997862219779"
11/6/19 5:07 PM;"The_Jedi_Gray";"356268675";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @destinygamees: Monta la Necrobestia y pégate una vuelta de lujo con tus colegas.

#Destiny #Destiny2 #Bungie #Videojuegos https://t.co/…";;;3;"1192201927389528072"
11/6/19 5:04 PM;"Presidencia Colombia";"312887235";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192201070669451265"
11/6/19 5:03 PM;"Radastan";"4717068977";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @conectadosrai: Cita en @conectadosrai de @CanalSur con los expertos en #videojuegos los andaluces José Manuel Fernández @Metodologic y…";;;5;"1192200789047021568"
11/6/19 5:02 PM;"VitaminaC";"1020802061926125568";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @destinygamees: Monta la Necrobestia y pégate una vuelta de lujo con tus colegas.

#Destiny #Destiny2 #Bungie #Videojuegos https://t.co/…";;;3;"1192200634256244736"
11/6/19 5:02 PM;"??Bambuú·Comunicaciones??";"1392374258";;"-1";"es";"<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>";"Adivinen de cuál se trata ______

https://t.co/I6Xq8J07OH #tecnologia #gadgets #videojuegos #celulares #electronica #web";;;0;"1192200551188107264"
